id,company_id,code,name,un_ece_code,un_ece_code_5305,table_code,description,value
pe_cpe_error_3154,,3154,El XML no contiene el tag de Créditos Hipotecarios: Dirección del predio - Código de ubigeo,,,PE.CPE.ERROR,,
pe_cpe_error_3155,,3155,El XML no contiene el tag de Créditos Hipotecarios: Dirección del predio - Dirección completa,,,PE.CPE.ERROR,,
pe_cpe_error_3156,,3156,El XML no contiene el tag de BVME transporte ferroviario: Agente de Viajes: Numero de Ruc,,,PE.CPE.ERROR,,
pe_cpe_error_3157,,3157,El XML no contiene el tag de BVME transporte ferroviario: Agente de Viajes: Tipo de documento,,,PE.CPE.ERROR,,
pe_cpe_error_3158,,3158,El dato ingresado como Agente de Viajes-Tipo de documento no corresponde al valor esperado.,,,PE.CPE.ERROR,,
pe_cpe_error_3159,,3159,El XML no contiene el tag de BVME transporte ferroviario: Pasajero - Apellidos y Nombres,,,PE.CPE.ERROR,,
pe_cpe_error_3160,,3160,El XML no contiene el tag de BVME transporte ferroviario: Pasajero - Tipo de documento de identidad,,,PE.CPE.ERROR,,
pe_cpe_error_3161,,3161,El XML no contiene el tag de BVME transporte ferroviario: Servicio transporte: Ciudad o lugar de origen - Código de ubigeo,,,PE.CPE.ERROR,,
pe_cpe_error_3162,,3162,El XML no contiene el tag de BVME transporte ferroviario: Servicio transporte: Ciudad o lugar de origen - Dirección detallada,,,PE.CPE.ERROR,,
pe_cpe_error_3163,,3163,El XML no contiene el tag de BVME transporte ferroviario: Servicio transporte: Ciudad o lugar de destino - Código de ubigeo,,,PE.CPE.ERROR,,
pe_cpe_error_3164,,3164,El XML no contiene el tag de BVME transporte ferroviario: Servicio transporte: Ciudad o lugar de destino - Dirección detallada,,,PE.CPE.ERROR,,
pe_cpe_error_3165,,3165,El XML no contiene el tag de BVME transporte ferroviario: Servicio transporte:Número de asiento,,,PE.CPE.ERROR,,
pe_cpe_error_3166,,3166,El XML no contiene el tag de BVME transporte ferroviario: Servicio transporte: Hora programada de inicio de viaje,,,PE.CPE.ERROR,,
pe_cpe_error_3167,,3167,El XML no contiene el tag de BVME transporte ferroviario: Servicio transporte: Fecha programada de inicio de viaje,,,PE.CPE.ERROR,,
pe_cpe_error_3168,,3168,El XML no contiene el tag de Carta Porte Aéreo:  Lugar de origen - Código de ubigeo,,,PE.CPE.ERROR,,
pe_cpe_error_3169,,3169,El XML no contiene el tag de Carta Porte Aéreo:  Lugar de origen - Dirección detallada,,,PE.CPE.ERROR,,
pe_cpe_error_3170,,3170,El XML no contiene el tag de Carta Porte Aéreo:  Lugar de destino - Código de ubigeo,,,PE.CPE.ERROR,,
pe_cpe_error_3171,,3171,El XML no contiene el tag de Carta Porte Aéreo:  Lugar de destino - Dirección detallada,,,PE.CPE.ERROR,,
pe_cpe_error_3172,,3172,El XML no contiene tag de la Hora del concepto por linea.,,,PE.CPE.ERROR,,
pe_cpe_error_3173,,3173,El XML no contiene el tag de BVME transporte ferroviario: Servicio transporte: Forma de Pago,,,PE.CPE.ERROR,,
pe_cpe_error_3174,,3174,El dato ingreso como Servicio transporte: Forma de Pago no corresponde al valor esperado (catalogo nro 59),,,PE.CPE.ERROR,,
pe_cpe_error_3175,,3175,El XML no contiene el tag de BVME transporte ferroviario: Servicio de transporte: Número de autorización de la transacción,,,PE.CPE.ERROR,,
pe_cpe_error_3176,,3176,El XML no contiene el tag de Regalía Petrolera: Decreto Supremo de aprobación del contrato,,,PE.CPE.ERROR,,
pe_cpe_error_3177,,3177,El XML no contiene el tag de Regalía Petrolera: Area de contrato (Lote),,,PE.CPE.ERROR,,
pe_cpe_error_3178,,3178,El XML no contiene el tag de Regalía Petrolera: Periodo de pago - Fecha de inicio,,,PE.CPE.ERROR,,
pe_cpe_error_3179,,3179,El XML no contiene el tag de Regalía Petrolera: Periodo de pago - Fecha de fin,,,PE.CPE.ERROR,,
pe_cpe_error_3180,,3180,El XML no contiene el tag de Regalía Petrolera: Fecha de Pago,,,PE.CPE.ERROR,,
pe_cpe_error_3181,,3181,El dato ingresado como Codigo de producto SUNAT no corresponde al valor esperado para tipo de operación.,,,PE.CPE.ERROR,,
pe_cpe_error_3182,,3182,El XML no contiene el tag de Transportre Terreste - Número de asiento,,,PE.CPE.ERROR,,
pe_cpe_error_3183,,3183,El XML no contiene el tag de Transporte Terrestre - Información de manifiesto de pasajeros,,,PE.CPE.ERROR,,
pe_cpe_error_3184,,3184,El XML no contiene el tag de Transporte Terrestre - Número de documento de identidad del pasajero,,,PE.CPE.ERROR,,
pe_cpe_error_3185,,3185,El XML no contiene el tag de Transporte Terrestre - Tipo de documento de identidad del pasajero,,,PE.CPE.ERROR,,
pe_cpe_error_3186,,3186,El XML no contiene el tag de Transporte Terrestre - Nombres y apellidos del pasajero,,,PE.CPE.ERROR,,
pe_cpe_error_3187,,3187,El XML no contiene el tag de Transporte Terrestre - Ciudad o lugar de destino - Dirección detallada,,,PE.CPE.ERROR,,
pe_cpe_error_3188,,3188,El XML no contiene el tag de Transporte Terrestre - Ciudad o lugar de origen - Ubigeo,,,PE.CPE.ERROR,,
pe_cpe_error_3189,,3189,El XML no contiene el tag de Transporte Terrestre - Ciudad o lugar de origen - Dirección detallada,,,PE.CPE.ERROR,,
pe_cpe_error_3190,,3190,El XML no contiene el tag de Transporte Terrestre - Fecha de inicio programado,,,PE.CPE.ERROR,,
pe_cpe_error_3191,,3191,El XML no contiene el tag de Transporte Terrestre - Hora de inicio programado,,,PE.CPE.ERROR,,
pe_cpe_error_3192,,3192,El XML no contiene el tag de Total de anticipos,,,PE.CPE.ERROR,,
pe_cpe_error_3193,,3193,El dato ingresado Total anticipos no corresponde para el tipo de operación,,,PE.CPE.ERROR,,
pe_cpe_error_3194,,3194,Para los ajustes de operaciones de exportación solo es permitido registrar un documento que modifica.,,,PE.CPE.ERROR,,
pe_cpe_error_3195,,3195,El xml no contiene el tag de impuesto por linea (TaxtTotal).,,,PE.CPE.ERROR,,
pe_cpe_error_3196,,3196,La sumatoria de impuestos globales no corresponde al monto total de impuestos.,,,PE.CPE.ERROR,,
pe_cpe_error_3197,,3197,El XML no contiene el tag de Transporte Terrestre - Ciudad o lugar de destino - Ubigeo,,,PE.CPE.ERROR,,
pe_cpe_error_3198,,3198,La fecha de cierre no puede ser inferior a la fecha de inicio del cómputo del ciclo de facturación,,,PE.CPE.ERROR,,
pe_cpe_error_3199,,3199,Si utiliza el estandar GS1 debe especificar el tipo de estructura GTIN,,,PE.CPE.ERROR,,
pe_cpe_error_3200,,3200,El tipo de estructura GS1 no tiene un valor permitido,,,PE.CPE.ERROR,,
pe_cpe_error_3201,,3201,El código de producto GS1 no cumple el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_3202,,3202,El numero de RUC del receptor no existe.,,,PE.CPE.ERROR,,
pe_cpe_error_3203,,3203,El tipo de nota es un dato único,,,PE.CPE.ERROR,,
pe_cpe_error_3204,,3204,El XML no contiene el tag de BVME transporte ferroviario: Pasajero - Número de documento de identidad,,,PE.CPE.ERROR,,
pe_cpe_error_3205,,3205,Debe consignar el tipo de operación,,,PE.CPE.ERROR,,
pe_cpe_error_3206,,3206,El dato ingresado como tipo de operación no corresponde a un valor esperado (catálogo nro. 51),,,PE.CPE.ERROR,,
pe_cpe_error_3207,,3207,Comprobante físico no se encuentra autorizado como comprobante de contingencia,,,PE.CPE.ERROR,,
pe_cpe_error_3208,,3208,La moneda del monto de la detracción debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_3209,,3209,El tipo de moneda de la nota debe ser el mismo que el declarado en el documento que modifica,,,PE.CPE.ERROR,,
pe_cpe_error_3210,,3210,Solo debe consignar sistema de calculo si el tributo es ISC,,,PE.CPE.ERROR,,
pe_cpe_error_3211,,3211,Falta identificador del pago del Monto de anticipo para relacionarlo con el comprobante que se realizo el  anticipo,,,PE.CPE.ERROR,,
pe_cpe_error_3212,,3212,El comprobante contiene un identificador de pago repetido en los montos anticipados,,,PE.CPE.ERROR,,
pe_cpe_error_3213,,3213,El comprobante contiene un pago anticipado pero no se ha consignado el documento que se realizo el anticipo,,,PE.CPE.ERROR,,
pe_cpe_error_3214,,3214,No existe información del Monto Anticipado para el comprobante que se realizo el anticipo,,,PE.CPE.ERROR,,
pe_cpe_error_3215,,3215,El comprobante contiene un identificador de pago repetido en los comprobantes que se realizo el anticipo,,,PE.CPE.ERROR,,
pe_cpe_error_3216,,3216,Falta identificador del pago del comprobante para relacionarlo con el monto de  anticipo,,,PE.CPE.ERROR,,
pe_cpe_error_3217,,3217,Debe consignar Numero de RUC del emisor del comprobante de anticipo,,,PE.CPE.ERROR,,
pe_cpe_error_3218,,3218,El comprobante que se realizo el anticipo no existe,,,PE.CPE.ERROR,,
pe_cpe_error_3219,,3219,El comprobante que se realizo el anticipo no se encuentra autorizado,,,PE.CPE.ERROR,,
pe_cpe_error_3220,,3220,Si consigna montos de anticipo debe informar el Total de Anticipos,,,PE.CPE.ERROR,,
pe_cpe_error_3221,,3221,El dato ingresado como codigo de tributo global es invalido para tipo de nota,,,PE.CPE.ERROR,,
pe_cpe_error_3222,,3222,No existe información a nivel global de un tributo informado en la línea,,,PE.CPE.ERROR,,
pe_cpe_error_3223,,3223,La combinación de tributos no es permitida,,,PE.CPE.ERROR,,
pe_cpe_error_3224,,3224,"Si existe 'Valor referencial unitario en operac. no onerosas' con monto mayor a cero, la operacion debe ser gratuita (codigo de tributo 9996)",,,PE.CPE.ERROR,,
pe_cpe_error_3225,,3225,La base imponible a nivel de línea difiere de la información consignada en el comprobante,,,PE.CPE.ERROR,,
pe_cpe_error_3226,,3226,El resultado del monto del cargo o descuento global es incorrecto en base a la información consignada,,,PE.CPE.ERROR,,
pe_cpe_error_3227,,3227,La sumatoria del Total del valor de venta más los impuestos no concuerda con la base imponible,,,PE.CPE.ERROR,,
pe_cpe_error_4000,,4000,El documento ya fue presentado anteriormente.,,,PE.CPE.ERROR,,
pe_cpe_error_4001,,4001,El numero de RUC del receptor no existe.,,,PE.CPE.ERROR,,
pe_cpe_error_4002,,4002,"Para el TaxTypeCode, esta usando un valor que no existe en el catalogo.",,,PE.CPE.ERROR,,
pe_cpe_error_4003,,4003,El comprobante fue registrado previamente como rechazado.,,,PE.CPE.ERROR,,
pe_cpe_error_4004,,4004,El DocumentTypeCode de las guias debe existir y tener 2 posiciones,,,PE.CPE.ERROR,,
pe_cpe_error_4005,,4005,El DocumentTypeCode de las guias debe ser 09 o 31,,,PE.CPE.ERROR,,
pe_cpe_error_4006,,4006,El ID de las guias debe tener informacion de la SERIE-NUMERO de guia.,,,PE.CPE.ERROR,,
pe_cpe_error_4007,,4007,El XML no contiene el ID de las guias.,,,PE.CPE.ERROR,,
pe_cpe_error_4008,,4008,El DocumentTypeCode de Otros documentos relacionados no cumple con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_4009,,4009,El DocumentTypeCode de Otros documentos relacionados tiene valores incorrectos.,,,PE.CPE.ERROR,,
pe_cpe_error_4010,,4010,El ID de los documentos relacionados no cumplen con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_4011,,4011,El XML no contiene el tag ID de documentos relacionados.,,,PE.CPE.ERROR,,
pe_cpe_error_4012,,4012,El ubigeo indicado en el comprobante no es el mismo que esta registrado para el contribuyente.,,,PE.CPE.ERROR,,
pe_cpe_error_4013,,4013,El RUC  del receptor no esta activo,,,PE.CPE.ERROR,,
pe_cpe_error_4014,,4014,El RUC del receptor no esta habido,,,PE.CPE.ERROR,,
pe_cpe_error_4015,,4015,"Si el tipo de documento del receptor no es RUC, debe tener operaciones de exportacion",,,PE.CPE.ERROR,,
pe_cpe_error_4016,,4016,El total valor venta neta de oper. gravadas IGV debe ser mayor a 0.00 o debe existir oper. gravadas onerosas,,,PE.CPE.ERROR,,
pe_cpe_error_4017,,4017,El total valor venta neta de oper. inafectas IGV debe ser mayor a 0.00 o debe existir oper. inafectas onerosas o de export.,,,PE.CPE.ERROR,,
pe_cpe_error_4018,,4018,El total valor venta neta de oper. exoneradas IGV debe ser mayor a 0.00 o debe existir oper. exoneradas,,,PE.CPE.ERROR,,
pe_cpe_error_4019,,4019,El calculo del IGV no es correcto,,,PE.CPE.ERROR,,
pe_cpe_error_4020,,4020,El ISC no esta informado correctamente,,,PE.CPE.ERROR,,
pe_cpe_error_4021,,4021,"Si se utiliza la leyenda con codigo 2000, el importe de percepcion debe ser mayor a 0.00",,,PE.CPE.ERROR,,
pe_cpe_error_4022,,4022,"Si se utiliza la leyenda con código 2001, el total de operaciones exoneradas debe ser mayor a 0.00",,,PE.CPE.ERROR,,
pe_cpe_error_4023,,4023,"Si se utiliza la leyenda con código 2002, el total de operaciones exoneradas debe ser mayor a 0.00",,,PE.CPE.ERROR,,
pe_cpe_error_4024,,4024,"Si se utiliza la leyenda con código 2003, el total de operaciones exoneradas debe ser mayor a 0.00",,,PE.CPE.ERROR,,
pe_cpe_error_4025,,4025,"Si usa la leyenda de Transferencia o Servivicio gratuito, todos los items deben ser  no onerosos",,,PE.CPE.ERROR,,
pe_cpe_error_4026,,4026,No se puede indicar Guia de remision de remitente y Guia de remision de transportista en el mismo documento,,,PE.CPE.ERROR,,
pe_cpe_error_4027,,4027,El importe total no coincide con la sumatoria de los valores de venta mas los tributos mas los cargos,,,PE.CPE.ERROR,,
pe_cpe_error_4028,,4028,El monto total de la nota de credito debe ser menor o igual al monto de la factura,,,PE.CPE.ERROR,,
pe_cpe_error_4029,,4029,El ubigeo indicado en el comprobante no es el mismo que esta registrado para el contribuyente,,,PE.CPE.ERROR,,
pe_cpe_error_4030,,4030,El ubigeo indicado en el comprobante no es el mismo que esta registrado para el contribuyente,,,PE.CPE.ERROR,,
pe_cpe_error_4031,,4031,Debe indicar el nombre comercial,,,PE.CPE.ERROR,,
pe_cpe_error_4032,,4032,"Si el código del motivo de emisión de la Nota de Credito es 03, debe existir la descripción del item",,,PE.CPE.ERROR,,
pe_cpe_error_4033,,4033,La fecha de generación de la numeración debe ser menor o igual a la fecha de generación de la comunicación,,,PE.CPE.ERROR,,
pe_cpe_error_4034,,4034,El comprobante fue registrado previamente como baja,,,PE.CPE.ERROR,,
pe_cpe_error_4035,,4035,El comprobante fue registrado previamente como rechazado,,,PE.CPE.ERROR,,
pe_cpe_error_4036,,4036,La fecha de emisión de los rangos debe ser menor o igual a la fecha de generación del resumen,,,PE.CPE.ERROR,,
pe_cpe_error_4037,,4037,El calculo del Total de IGV del Item no es correcto,,,PE.CPE.ERROR,,
pe_cpe_error_4038,,4038,El resumen contiene menos series por tipo de documento que el envío anterior para la misma fecha de emisión,,,PE.CPE.ERROR,,
pe_cpe_error_4039,,4039,No ha consignado información del ubigeo del domicilio fiscal,,,PE.CPE.ERROR,,
pe_cpe_error_4040,,4040,"Si el importe de percepcion es mayor a 0.00, debe utilizar una leyenda con codigo 2000",,,PE.CPE.ERROR,,
pe_cpe_error_4041,,4041,El codigo de pais debe ser PE,,,PE.CPE.ERROR,,
pe_cpe_error_4042,,4042,Para tipo de operación se está usando un valor que no existe en el catálogo. Nro. 17.,,,PE.CPE.ERROR,,
pe_cpe_error_4043,,4043,"Para el TransportModeCode, se está usando un valor que no existe en el catálogo Nro. 18.",,,PE.CPE.ERROR,,
pe_cpe_error_4044,,4044,PrepaidAmount: Monto total anticipado no coincide con la sumatoria de los montos por documento de anticipo.,,,PE.CPE.ERROR,,
pe_cpe_error_4045,,4045,No debe consignar los datos del transportista para la modalidad de transporte 02 – Transporte Privado.,,,PE.CPE.ERROR,,
pe_cpe_error_4046,,4046,No debe consignar información adicional en la dirección para los locales anexos.,,,PE.CPE.ERROR,,
pe_cpe_error_4047,,4047,sac:SUNATTransaction/cbc:ID debe ser igual a 10 o igual a 11 cuando ingrese información para sustentar el traslado.,,,PE.CPE.ERROR,,
pe_cpe_error_4048,,4048,cac:AdditionalDocumentReference/cbc:DocumentTypeCode - Contiene un valor no valido para documentos relacionado.,,,PE.CPE.ERROR,,
pe_cpe_error_4049,,4049,El numero de DNI del receptor no existe.,,,PE.CPE.ERROR,,
pe_cpe_error_4050,,4050,El numero de RUC del proveedor no existe.,,,PE.CPE.ERROR,,
pe_cpe_error_4051,,4051,El RUC del proveedor no esta activo.,,,PE.CPE.ERROR,,
pe_cpe_error_4052,,4052,El RUC del proveedor no esta habido.,,,PE.CPE.ERROR,,
pe_cpe_error_4053,,4053,Proveedor no debe ser igual al remitente o destinatario.,,,PE.CPE.ERROR,,
pe_cpe_error_4054,,4054,La guía no debe contener datos del proveedor.,,,PE.CPE.ERROR,,
pe_cpe_error_4055,,4055,El XML no contiene el atributo o no existe información en descripcion del motivo de traslado.,,,PE.CPE.ERROR,,
pe_cpe_error_4056,,4056,El XML no contiene el tag o no existe información en el tag SplitConsignmentIndicator.,,,PE.CPE.ERROR,,
pe_cpe_error_4057,,4057,GrossWeightMeasure – El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4058,,4058,cbc:TotalPackageQuantity - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4059,,4059,Numero de bultos o pallets - información válida para importación.,,,PE.CPE.ERROR,,
pe_cpe_error_4060,,4060,La guía no debe contener datos del transportista.,,,PE.CPE.ERROR,,
pe_cpe_error_4061,,4061,El numero de RUC del transportista no existe.,,,PE.CPE.ERROR,,
pe_cpe_error_4062,,4062,El RUC del transportista no esta activo.,,,PE.CPE.ERROR,,
pe_cpe_error_4063,,4063,El RUC del transportista no esta habido.,,,PE.CPE.ERROR,,
pe_cpe_error_4064,,4064,/DespatchAdvice/cac:Shipment/cac:ShipmentStage/cac:TransportMeans/cbc:RegistrationNationalityID - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4065,,4065,cac:TransportMeans/cbc:TransportMeansTypeCode - El valor ingresado como tipo de unidad de transporte es incorrecta.,,,PE.CPE.ERROR,,
pe_cpe_error_4066,,4066,El numero de DNI del conductor no existe.,,,PE.CPE.ERROR,,
pe_cpe_error_4067,,4067,El XML no contiene el tag o no existe informacion del ubigeo del punto de llegada.,,,PE.CPE.ERROR,,
pe_cpe_error_4068,,4068,Direccion de punto de lllegada - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4069,,4069,CityName - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4070,,4070,District - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4071,,4071,Numero de Contenedor - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4072,,4072,Numero de contenedor - información válida para importación.,,,PE.CPE.ERROR,,
pe_cpe_error_4073,,4073,TransEquipmentTypeCode - El valor ingresado como tipo de contenedor es incorrecta.,,,PE.CPE.ERROR,,
pe_cpe_error_4074,,4074,Numero Precinto - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4075,,4075,El XML no contiene el tag o no existe informacion del ubigeo del punto de partida.,,,PE.CPE.ERROR,,
pe_cpe_error_4076,,4076,Direccion de punto de partida - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4077,,4077,CityName - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4078,,4078,District - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4079,,4079,Código de Puerto o Aeropuerto - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4080,,4080,Tipo de Puerto o Aeropuerto - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4081,,4081,El XML No contiene El tag o No existe información del Numero de orden del item.,,,PE.CPE.ERROR,,
pe_cpe_error_4082,,4082,Número de Orden del Ítem - El orden del ítem no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4083,,4083,Cantidad - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4084,,4084,Descripción del Ítem - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4085,,4085,Código del Ítem - El dato ingresado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4086,,4086,El emisor y el cliente son Agentes de percepción de combustible en la fecha de emisión.,,,PE.CPE.ERROR,,
pe_cpe_error_4087,,4087,El Comprobante de Pago Electrónico no está Registrado en los Sistemas de la SUNAT.,,,PE.CPE.ERROR,,
pe_cpe_error_4088,,4088,El Comprobante de Pago no está autorizado en los Sistemas de la SUNAT.,,,PE.CPE.ERROR,,
pe_cpe_error_4089,,4089,La operación con este cliente está excluida del sistema de percepción. Es agente de retención.,,,PE.CPE.ERROR,,
pe_cpe_error_4090,,4090,La operación con este cliente está excluida del sistema de percepción. Es entidad exceptuada de la percepción.,,,PE.CPE.ERROR,,
pe_cpe_error_4091,,4091,"La operación con este proveedor está excluida del sistema de retención. Es agente de percepción, agente de retención o buen contribuyente.",,,PE.CPE.ERROR,,
pe_cpe_error_4092,,4092,El nombre comercial del emisor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4093,,4093,El codigo de ubigeo del domicilio fiscal del emisor no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_4094,,4094,La dirección completa y detallada del domicilio fiscal del emisor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4095,,4095,La urbanización del domicilio fiscal del emisor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4096,,4096,La provincia del domicilio fiscal del emisor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4097,,4097,El departamento del domicilio fiscal del emisor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4098,,4098,El distrito del domicilio fiscal del emisor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4099,,4099,El nombre comercial del cliente no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4100,,4100,El ubigeo del cliente no cumple con el formato establecido o no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_4101,,4101,La dirección completa y detallada del domicilio fiscal del cliente no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4102,,4102,La urbanización del domicilio fiscal del cliente no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4103,,4103,La provincia del domicilio fiscal del cliente no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4104,,4104,El departamento del domicilio fiscal del cliente no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4105,,4105,El distrito del domicilio fiscal del cliente no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4106,,4106,El nombre comercial del proveedor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4107,,4107,El ubigeo del proveedor no cumple con el formato establecido o no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_4108,,4108,La dirección completa y detallada del domicilio fiscal del proveedor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4109,,4109,La urbanización del domicilio fiscal del proveedor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4110,,4110,La provincia del domicilio fiscal del proveedor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4111,,4111,El departamento del domicilio fiscal del proveedor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4112,,4112,El distrito del domicilio fiscal del proveedor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_4120,,4120,El XML no contiene o no existe informacion en el tag de  Información que sustenta el traslado.,,,PE.CPE.ERROR,,
pe_cpe_error_4121,,4121,Para el tipo de operación no se consigna el tag SUNATEmbededDespatchAdvice de Información de sustento de traslado.,,,PE.CPE.ERROR,,
pe_cpe_error_4122,,4122,"Factura con información que sustenta el traslado, debe registrar leyenda 2008.",,,PE.CPE.ERROR,,
pe_cpe_error_4123,,4123,sac:SUNATEmbededDespatchAdvice - Para Factura Electrónica Remitente no se consigna datos en documento de referencia(cac:OrderReference).,,,PE.CPE.ERROR,,
pe_cpe_error_4124,,4124,cac:Shipment - Para Factura Electrónica Remitente debe indicar sujeto que realiza el traslado de bienes (1: Vendendor o 2: Comprador).,,,PE.CPE.ERROR,,
pe_cpe_error_4125,,4125,cac:Shipment - Para Factura Electrónica Remitente debe indicar modalidad de transporte para el sustento de traslado de bienes (cbc:TransportModeCode).,,,PE.CPE.ERROR,,
pe_cpe_error_4126,,4126,cac:Shipment - Debe indicar fecha de inicio de traslado para el  sustento de traslado de bienes (cac:TransitPeriod/cbc:StartDate).,,,PE.CPE.ERROR,,
pe_cpe_error_4127,,4127,cac:Shipment - Para Factura Electrónica Remitente debe indicar el punto de llegada para el sustento de traslado de bienes (cac:DeliveryAddrees).,,,PE.CPE.ERROR,,
pe_cpe_error_4128,,4128,cac:Shipment - Para Factura Electrónica Remitente debe indicar el punto de partida para el sustento de traslado de bienes (cac:OriginAddress).,,,PE.CPE.ERROR,,
pe_cpe_error_4129,,4129,sac:SUNATEmbededDespatchAdvice - Para Factura Electrónica Remitente no se consigna indicador de subcontratación (cbc:MarkAttentionIndicator).,,,PE.CPE.ERROR,,
pe_cpe_error_4130,,4130,sac:SUNATEmbededDespatchAdvice - Para Factura Electrónica Remitente debe consignar datos en documento de referencia (cac:OrderReference).,,,PE.CPE.ERROR,,
pe_cpe_error_4131,,4131,sac:SUNATEmbededDespatchAdvice - Para Factura Electrónica Transportista no se consigna destinatario para el sustento de traslado de bienes (cac:DeliveryCustomerParty).,,,PE.CPE.ERROR,,
pe_cpe_error_4132,,4132,cac:Shipment - Para Factura Electrónica Transportista no se consigna sujeto que realiza el traslado (cbc:HandlingCode).,,,PE.CPE.ERROR,,
pe_cpe_error_4133,,4133,Para Factura Electrónica Transportista no se consigna peso total de la factura para el sustento de traslado de bienes (cbc:GrossWeightMeasure).,,,PE.CPE.ERROR,,
pe_cpe_error_4134,,4134,cac:Shipment - Para Factura Electrónica Transportista no se consigna modalidad de transporte para el sustento de traslado de bienes (cbc:TransportModeCode).,,,PE.CPE.ERROR,,
pe_cpe_error_4135,,4135,cac:Shipment - Para Factura Electrónica Transportista no se consigna punto de llegada para el sustento de traslado de bienes (cac:DeliveryAddress).,,,PE.CPE.ERROR,,
pe_cpe_error_4136,,4136,cac:Shipment - Para Factura Electrónica Transportista no se consigna punto de partida para el sustento de traslado de bienes (cac:OriginAddress).,,,PE.CPE.ERROR,,
pe_cpe_error_4137,,4137,cac:OrderReference - Debe consignar número de  documento de referencia que sustenta el traslado (./cbc:ID).,,,PE.CPE.ERROR,,
pe_cpe_error_4138,,4138,cac:OrderReference - Debe consignar tipo de documento de referencia que sustenta el traslado (./cbc:OrderTypeCode).,,,PE.CPE.ERROR,,
pe_cpe_error_4139,,4139,cac:OrderReference - Tipo de documento de referencia que sustenta el traslado no válido (01 – Factura o 09 – Guía de Remisión).,,,PE.CPE.ERROR,,
pe_cpe_error_4140,,4140,cac:OrderReference - Serie-Numero ingresado en documento de referencia que sustenta el traslado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
pe_cpe_error_4141,,4141,cac:OrderReference - Debe consignar RUC emisor del documento de referencia que sustenta el traslado (./cac:DocumentReference/cac:IssuerParty/cac:PartyIdentification/cbc:ID).,,,PE.CPE.ERROR,,
pe_cpe_error_4142,,4142,cac:OrderReference -  RUC emisor del documento de referencia que sustenta el traslado no cumple con el formato establecido.,,,PE.CPE.ERROR,,
